Name,link,summary
The Grudge 2,/title/tt0433386/,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horri... Read allThree interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.
I Spy,/title/tt0297181/,A professional athlete has to help a U.S. government agent recover a missing jet.A professional athlete has to help a U.S. government agent recover a missing jet.A professional athlete has to help a U.S. government agent recover a missing jet.
Bubble Boy,/title/tt0258470/,Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the w... Read allBubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.
Changing Lanes,/title/tt0264472/,"A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud.A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud.A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud."
Stuck on You,/title/tt0338466/,Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.
Spirit: Stallion of the Cimarron,/title/tt0166813/,"A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning... Read allA wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd."
Show Me Love,/title/tt0150662/,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin."
Beverly Hills Ninja,/title/tt0118708/,A man tries to rescue a woman with a little help from his half brother.A man tries to rescue a woman with a little help from his half brother.A man tries to rescue a woman with a little help from his half brother.
Dragon Wars: D-War,/title/tt0372873/,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped."
George of the Jungle,/title/tt0119190/,A man raised in the jungle by apes falls in love with a wealthy American heiress.A man raised in the jungle by apes falls in love with a wealthy American heiress.A man raised in the jungle by apes falls in love with a wealthy American heiress.
White Noise,/title/tt0375210/,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.
Beethoven,/title/tt0103786/,"A slobbering St. Bernard becomes the center of attention for a loving family, but must contend with a dog-napping veterinarian and his henchmen.A slobbering St. Bernard becomes the center of attention for a loving family, but must contend with a dog-napping veterinarian and his henchmen.A slobbering St. Bernard becomes the center of attention for a loving family, but must contend with a dog-napping veterinarian and his henchmen."
Herbie Fully Loaded,/title/tt0400497/,"Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor."
